,comment,rating,label,comment_new
218,"Áo đẹp. Vải có chút ko thích lắm. À mà mua cho đứa em. Nó bảo thấy thích, nên cho shop 5 sao.",5,1,áo đẹp vải không_thích lắm bảo thích cửa tiệm
219,Thông báo: từ mai lớp mình nghỉ cđ để học ôn hsg cho đến lúc thi.,5,1,lớp nghỉ cđ học_ôn hsg
220,"Tôi đăth màu trắng sao hàng về lại là màu đen 
Tôi k hài lòng về shop mk",5,1,đăth màu trắng hàng màu đen không_hài_lòng cửa tiệm
221,Sản phẩm tốt chất lượng...  Shop làm ăn uy tín nhiệt tình nhé ,5,1,sản_phẩm tốt cửa tiệm làm_ăn tín nhiệt_tình
223,"Chất rất oke ạ, mình mua cho e mình 2 cái, e mình cao m67 nặng 67 mặc 2xl rất vừa và thoải mái luôn, hàng đáng mua ạ",5,1,chất mặc thoải_mái hàng
226,", Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh",5,1,cửa tiệm phục_vụ tốt thời hàng chóng
228,"Áo đẹp mà vải hơi mỏng , chất vải hơi nóng phù hợp với giá tiền . Giao hàng rất nhanh",5,1,áo đẹp vải hơi mỏng chất vải hơi nóng giá tiền hàng chóng
229,"Chất áo không mỏng cũng ko dày. Form áo cực xịn 👍🏻👍🏻 Mình 49kg 1m58 mặc size XL,,, mà mình thấy size XL với L ngang nhau luôn ạ. Đáng mua lắm nhaa mn 👍🏻",5,1,chất áo không_mỏng không_dày form áo cực xịn thích thích mặc kích_thước kích_thước lỗi lắm thích
232,"Mới nhận,thấy áo dày dặn, 2 mặt đều có thể mặc ra ngoài được.mặt trong là lớp nỉ nhẵn, mặt ngoài vải dù mềm",5,1,áo dày_dặn mặt mặc mặt lớp nỉ nhẵn_mặt vải mềm
233,"Áo đẹp chất dày, đã mua nhiều làn của shop nên rất hài lòng, đóng gói giao hàng nhanh, mỗi tội màu nó hơi vàng huhu",5,1,áo đẹp chất dày làn cửa tiệm hài_lòng đóng_gói hàng tội màu hơi vàng
234,"Làm ăn như lồn. Tôi đã ib dặn dò giao đúng màu dung sp ok ok rồi lại giao khác màu. 
Đặt áo xanh than. Lại giao xanh rêu. Mù màu hả. Ko có màu xanh than thì nói cho khách chọn màu khác. Mn tránh xa shop này ra.",5,1,làm_ăn dặn_dò màu phân đồng_ý đồng_ý màu áo rêu mù_màu màu màu cửa tiệm
238," THCS Doan Thi Diem T/B: 6A3:Toan:ra de thi dau; lam de 1,2 SCC trang 158,159.Van:lam bai 1,4 trang 26,27; soan 'Song nuoc Ca Mau'.Tran trong!",5,1,thcs scc
241,"Nchun là gấc đẹp mua đi nha có điều tui hơi bị lùn với nhỏ con nên mặc size M rộng bơi đcc trong áo lunn , mấy bạn 1m55 1m6 mặc M vẫn phủ môngg nha pppp",5,1,nchun gấc đẹp hơi lùn lừa mặc kích_thước rộng bơi đcc áo lunn mặc phủ môngg
242,Vải trơn ncl là được nhm form lên k đẹp lắm 🤣 cổ áo k đẹp còn chỉ thừa,5,1,vải trơn nhm form không_đẹp lắm cười cổ áo không_đẹp
244,", Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Rất đáng tiền, Thời gian giao hàng rất nhanh",5,1,đóng gói sản_phẩm đẹp cửa tiệm phục_vụ tốt tiền thời hàng chóng
245,", Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt",5,1,chất_lượng sản_phẩm tuyệt_vời cửa tiệm phục_vụ tốt
246,vận chuyển hơi lâu. còn lại khá ok kkokjkkk HLV Di to to to ti ti ti ti ti từ ghép tiếng đh Tú từ từ thì thấy tim tin yo hí hí,5,1,vận_chuyển hơi đồng_ý kkokjkkk di ghép tiếng đh tú thiếc
247,"Xinh wa i thôi, áo mỏng nhẹ mặc trời nóng cũng ổn lắm, giá hợp lí, hình in uci, màu áo như màu rượu vang quá xịn.",5,1,áo mỏng nhẹ mặc trời nóng ổn lắm giá hợp_lí hình uci màu áo màu rượu xịn
249,hàng tốt ko chê vào đâu được mọi người nên mua giá lại rẻ ba ngày kể từ khi đặt hàng sẽ nhận được,5,1,hàng tốt không_chê giá rẻ đặt_hàng
250,"Áo đẹp..giày thích hợp khoát nắng..
Sẽ luôn ủng hộ shop",5,1,áo đẹp giày thích_hợp khoát nắng ủng_hộ cửa tiệm
251,"Áo đẹp, vải ok, giao cực nhanh, rẻ mà chất lượng, sẽ ủng hộ shop tiếp 🙈",5,1,áo đẹp vải cực rẻ chất_lượng ủng_hộ cửa tiệm tiếp
252,"Hình ảnh chỉ mang tính chất minh hoạ. Mua nhầm size nên hơi rộng. Chất tạm ổn, ko chỉ thừa.",5,1,hình_ảnh tính_chất nhầm kích_thước hơi rộng chất tạm ổn
253,"Chất vải mềm mịn, mặc rất thoải mái, giá cả hợp lý shop giao hàng nhanh cho shop 5 sao",5,1,chất vải mềm mịn mặc thoải_mái giá_cả hợp_lý cửa tiệm hàng chóng cửa tiệm
255,"Tắm trắng Ngọc trai & sữa non Cao Cấp Dành cho chi em phụ nữ Tắm Trắng sáng rạng ngời luôn 😉😉
❌Lưu ý: dùng 1 - 2 lần /tuần . Kết hợp với kem body dưỡng da để có hiệu quả như 
- Cung cấp collagen & vitamin cho da , giúp làn da Mềm- Mịn tràn đầy sức sống 
☘️❤️Đặt biệt cam kết tắm 1 lần trắng
Sĩ 100s",5,1,trắng ngọc sữa không_cấp trắng rạng ngời cười_cười lưu_ý tuần kết_hợp thân_hình dưỡng hiệu_quả collagen giúp làn mềm mịn tràn_đầy sức_sống biệt kết
256,"Sản phẩm giống trên live! Sử dụng rất oke! Giá cả phải chăng, hợp lý với chất lượng sp!",5,1,sản_phẩm giá_cả hợp_lý
257,Hình ảnh và video chỉ mang tính chất nhận xu . Nhưng đánh giá cao sản phẩm chất lượng tốt,5,1,hình_ảnh tính_chất sản_phẩm chất_lượng tốt
259,"Nay rảnh mới đánh giá tht sự là quá ưng cách phục vụ của shop ,mình đặt hàng gần tết nt cho shop thì shop rep tnh rát nhanh , may về truoc têt cảm ơn shop rất nhìu",5,1,rảnh tht ưng phục_vụ cửa tiệm đặt_hàng tết cửa tiệm cửa tiệm đại_diện rát chóng têt cửa tiệm nhìu
260,Sản phẩm tốt lắm mọi người.tư vấn nhiệt tình nữa. Mọi ng nhớ ghé ủng hộ shop nhé👍,5,1,sản_phẩm tốt lắm tư_vấn nhiệt_tình ghé ủng_hộ cửa tiệm
261,"Shop giao hàng nhanh, giao đúng size đặt, màu đẹp, chất vải mát, hỗ trợ mình nhiệt tình luôn",5,1,cửa tiệm hàng kích_thước màu đẹp chất vải mát nhiệt_tình
262,"Chất lượng sản phẩm tốt, đóng gói kĩ càng, đáng tiền, giao hàng 4 ngày cũng chấp nhận dc. ",5,1,chất_lượng sản_phẩm tốt đóng_gói kĩ_càng tiền hàng
264,"Shop đóng gói cẩn thận, áo đẹp lắm mỗi tội là bị rộng, shop đổi cho mà lâu quá chưa nhận được hàng đổi. Shop rất nhiệt tình",5,1,cửa tiệm đóng_gói cẩn_thận áo đẹp lắm tội rộng cửa tiệm đổi hàng đổi cửa tiệm nhiệt_tình
267,Hàng chuẩn so với giá tiền . Ok lắm ,5,1,hàng chuẩn giá tiền đồng_ý lắm
270,"Áo blazer thứ 4 trong tủ đồ rồi và ưng màu này nhất luôn.màu hay ghê á.thêm 1 điểm cộng vì giá rẻ nữa.shop gói kĩ, vừa lấy áo ra ko bị nhăn, chỉ bị nếp gấp ah. Đáng đồng tiền nên mua nha mng",5,1,áo blazer tủ đồ ưng màu màu cỏ_khô ghê cộng giá rẻ shop gói kĩ áo không_bị nhăn nếp gấp đồng_tiền
274,"Em là hoa hướng dương, dõi theo anh khiến em tùm la tùm lum =))))",5,1,hướng_dương dõi tùm tùm
278,"chất vải đẹp
mặc thích rất ấm
giá rẻ 
shop tư vấn nhiệt tình
giao hàng nhanh🤩",5,1,chất vải đẹp mặc thích ấm giá rẻ cửa tiệm tư_vấn nhiệt_tình hàng
279,"Áo khoác mặc nhẹ nhàng, thoải mái, mềm mại, nói chung là ok cả nhà ạ",5,1,áo_khoác mặc nhẹ_nhàng thoải_mái mềm_mại đồng_ý
280,Cảm ơn bạn đã gửi đơn hàng cho mình hy vọng sẽ có nhiều sản phẩm tương tự như vậy để mình đặt,5,1,gửi đơn hàng vọng sản_phẩm tương_tự
282,Sản phẩm rất ok mát và thoải mái,5,1,sản_phẩm đồng_ý mát
283,"Giao đúng mẫu, đúng size, chất liệu thì tương đối phù hợp với giá tiền",5,1,mẫu chất_liệu tương_đối giá tiền
285,Áo rất ok với giá tiền. 2 lớp thích mặc màu nào cũng được. Ủng hộ shop lần sau,5,1,áo đồng_ý giá tiền lớp thích mặc màu ủng_hộ cửa tiệm
287,Áo chất đẹp dày dặn còn có lớp lót giữ ấm . co giãn tốt lên dáng đẹp. Sịn hơn hẳn cái lần trước mua 40k của shop khác. shop uy tín nên mua nha mn,5,1,áo chất đẹp dày_dặn lớp lót ấm giãn tốt dáng đẹp sịn hẳn cửa tiệm cửa tiệm tín
288,"áo chống nắng vải dày đẹp chất lượng. Khi nào mình mua hàng của shop cũng an tâm về chất lượng giá thành đẹp Sản phẩm chất lượng tốt.
Chất lượng sản phẩm tuyệt vời
Rất đáng tiền
Thời gian giao hàng rất nhanh",5,1,áo chống nắng vải dày đẹp hàng cửa tiệm tâm chất_lượng giá_thành đẹp sản_phẩm chất_lượng tốt chất_lượng sản_phẩm tuyệt_vời tiền thời hàng chóng
289,Giao đúng hàng đúng size mặc ấm lắm chất vải cũng giày dặn. Hình ảnh ko liên quan vì đang giặt rồi:))),5,1,hàng kích_thước mặc ấm lắm chất vải giày dặn hình_ảnh không_liên_quân giặt
290,Quần rất đẹp. Dao hàng nhanh gọn. Nhưng mình đặt màu xanh lại giao nhầm màu đen. Hơi buồn nhưng vẫn cho 5sao shop cố gắng lần sau chú ý hơn nhé,5,1,quần đẹp hàng chóng gọn màu nhầm màu đen hơi buồn cửa tiệm cố_gắng chú_ý
291,"Giá cả rẻ ,áo rất ưng so với số tiền bỏ ra",5,1,giá_cả rẻ áo ưng tiền
292,"Feedback ảnnh đẹp cho shop nè. Em ở Hà Nội nên ship hỏa tốc trong 1 nốt nhạc. Quan trọng là e đã có nhiều sot ảnh đẹp với cái áo này, nên e ưng lắm",5,1,phản_hồi ảnnh đẹp cửa tiệm hà nội hỏa tốc quân ảnh đẹp áo ưng lắm
293,"Giao hàng nhanh, chất lượng sp phù hợp với giá tiền, áo giống hình",5,1,hàng chất_lượng giá tiền áo hình
294,"H.a mạng tính chất nhận xu. CK mình khen ấm,nhưng mẫu k đẹp, mặc chơi chơi đi bộ thôi, chứ k đi làm dc",5,1,mạng tính_chất chồng ngợi ấm mẫu không_đẹp mặc không_đi
296,"Áo đẹp, vải mát. Có túi đựng áo khoác nhỏ gọn không thì có để đựng hay bảo quản các vật dụng cá nhân cũng đc. Sẽ tiếp tục ủng hộ shop.",5,1,áo đẹp vải mát túi đựng áo_khoác gọn không_thì đựng cỏ_khô bảo_quản vật_dụng đc
299,"Áo mỏng, màu đẹp, form to 
Dhhdjjdjjdjdjjdjfjfnfjdkdjdjdbdb",5,1,áo mỏng màu đẹp form
300,"Phù hợp giá tiền
Anh nhà mình mặc vừa vặn
Thời gian giao hàng nhanh
Lười chụp ảnh nên là lấy ảnh khác 😂",5,1,giá tiền mặc vừa_vặn thời hàng chóng lười chụp ảnh ảnh cười
301,Shop giao hàng nhanh. Thân thiện .nhiệt tình. Đóng gói chắc chắn.áo đẹp. Vải ok ko có chỗ chê. Nói chung là tốt 👍👍👍.shipper thân thiện.,5,1,cửa tiệm hàng thân_thiện đóng gói áo đẹp vải đồng_ý chỗ chê tốt thích thích thích shipper
303,"Thời gian giao hang nhanh
Sp cũng tạm ổn, 66kg đủ khoác, ống tay hơi ngắn, có chỉ thừa",5,1,thời chóng tạm ổn khoác ống hơi ngắn
304, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,5,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa tiệm phục_vụ tốt tiền thời hàng chóng
305,", Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Rất đáng tiền",5,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền
307,"Giao hàng nhanh. Màu sắc và chất liệu đúng như hình, sờ vào khá mướt tay.",5,1,hàng màu_sắc chất_liệu hình sờ
308,"len day dan , mac am lam nhe sop",5,1,
309,", Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt, Thời gian giao hàng rất nhanh",5,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp cửa tiệm phục_vụ tốt thời hàng chóng
311,"Áo chất dày dặn, màu sắc như hình, form đẹp đến từng đường kim mũi chỉ. Thêm là không có 1 sợ chỉ thừa. Hình là em chụp cam thường á mng . Đáng mua lắm nha",5,1,áo chất dày_dặn màu_sắc hình đẹp đường mũi sợ hình chụp lắm
312,"Chất lượng sản phẩm tuyệt vờiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii 
 Shop phục vụ rất tốtttttttttttt 
Rất đáng đồng tiềnnnnnnnnnnnnnn",5,1,chất_lượng sản_phẩm tuyệt vờiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii cửa tiệm phục_vụ tốtttttttttttt đồng
313," Chất lượng sản phẩm tuyệt vời, form hơi rộng xíu nhưng cũng ok",5,1,chất_lượng sản_phẩm tuyệt_vời form hơi rộng xíu đồng_ý
315,"Ôi ! Nó đẹp xuất sắc mẹ nó luôn 
Đến cái vỏ bọc áo nó cũng xịn sò nói chung là nên mua nhá",5,1,đẹp xuất_sắc mẹ vỏ bọc áo xịn sò
316,"Chất lượng sản phẩm tuyệt vời, mặc rất đẹp và vừa fom ạ, mua ở shop cũng nhiều lần r, shop phục vụ rất chu đáo và nhiệt tình, cho shop 5 sao nhaaaaaaaaa",5,1,chất_lượng sản_phẩm tuyệt_vời mặc đẹp cửa tiệm cửa tiệm phục_vụ đáo nhiệt_tình cửa tiệm
318,Quần ổn nhưng shop giao nhầm màu cho mình. Nên mình hơi buồn,5,1,quần ổn cửa tiệm nhầm màu hơi buồn
319,áo  dày đẹp chất sờ vào mát tay nỉ cực đẹp nhé mặc ấm lắm luôn so với giá thì quá rẻ ạ sẽ ủng hộ lâu dài,5,1,áo dày đẹp chất sờ mát nỉ cực đẹp mặc ấm lắm giá rẻ ủng_hộ
320,Sp tuyệt dời shipper giao hàng rất dth và oki luôn ạ hình ảnh mang tchay minh hoạ,5,1,tuyệt dời shipper hàng hình_ảnh tchay
323,"Vải  đẹp, giá thành rẻ, shop gói hàg ok,  giao hàg không quá nhah nhưg do tìh hìh dịch bệh nên có thể bỏ qua cho shop, sẽ tiếp tục ủng hộ shop💞",5,1,vải đẹp giá_thành rẻ cửa tiệm gói hàg hàg không_quá tình_hình_dịch bệh shop
324,"Tiền nào của nấy, tóm lại giá này thì mọi người cũng biết okela lắm",5,1,tiền tóm giá lắm
325,"Màu xanh lá xinh lắm nhé ạ, shop nhiệt tình chu đáo, áo form đẹp, mình 1m6 55kg mặc rộng thoải mái như hình, áo khá mỏng mát mềm. Mua đc cái áo thứ 3 của shop đẹp sale giá rẻ, thanks shop. Mn nên mua nhé. Chút góp ý là shop nên in hình khác xinh hơn là tốt với giá chưa sale nha",5,1,màu lá lắm cửa tiệm nhiệt_tình đáo áo đẹp mặc rộng thoải_mái hình áo mỏng mát mềm áo cửa tiệm đẹp giá giá rẻ góp_ý cửa tiệm hình tốt giá giá
326,Áo đẹp nha mấy bạn ôm dáng rất ok 🤣🤣🤣🤣📷🤣🤣🤣😅😅😅🍇😅🍇🤣😅😅🍇😅😅😅😅🍇🍇😅,5,1,áo đẹp ôm dáng đồng_ý
327,"Áo giống trên hình.Size mk được shop tư vấn rất vừa ý mk nè, chất vải ok vì là hàng sản xuất của Việt Nam mk nên rất yên tâm, các bạn lên mua nhé.. 5****",5,1,áo hình cửa tiệm tư_vấn vừa_ý chất vải đồng_ý hàng sản_xuất việt nam yên_tâm
330,Mình đã mua của shop nhiều rồi lần nào mình mua cũng rất ưng ý không thể trê vào đâu đc mình rất hài lòng về shop,5,1,cửa tiệm ưng_ý trê hài_lòng cửa tiệm
331,Sản phẩm rất tốt. Rất đáng mua mọi người ạ chất liệu hơi mỏng nhưng rất phù hợp với giá tiền. Cảm ơn shop ạ!,5,1,sản_phẩm tốt chất_liệu hơi mỏng giá tiền cửa tiệm
333,Chất vải mát. Giao hàng nhanh đóng gói cẩn thận. Chồng mình rất thích,5,1,chất vải mát hàng chóng đóng_gói chồng thích
338,"Áo màu đẹp, nhìn trẻ trung, vải chất lượng, giao hàng nhanh chóng",5,1,áo màu đẹp trẻ vải chất_lượng hàng chóng
339,Chất vải khá dày. Nói chung mặc ngày mát thì oke nhưng ngày nào mà nóng thì hơi bí bách,5,1,chất vải dày mặc mát nóng hơi
340,Áo rẻ đẹp lắmmm nhaaaa chất hơii mỏng áo của e bị lỗi hình hay bị rơi keo vào á nhưng ks🥰,5,1,áo rẻ đẹp lắmmm chất hơii mỏng áo lỗi hình cỏ_khô rơi
341,"Ưng nhất 2 cái sơ mi, áo thun bận nghĩ hơi nóng, k thấm mồ hôi..  nói chung ok , sẽ tiếp tục ủng hộ shop",5,1,ưng sơ áo bận hơi nóng không_thấm đồng_ý ủng_hộ cửa tiệm
342,"Shop chuẩn bị hàng nhanh, đóng gói cẩn thận, shipper nhiệt tình. Bố mình cao m65 nặng 65 mặc XL là vừa. Mọi người nên mua nhé, giá vừa rẻ lại vừa đẹp. Chất vải mát, sờ mịn tay. Mình sẽ ủng hộ shop lần sau.",5,1,cửa tiệm hàng đóng_gói cẩn_thận shipper bố mặc lỗi giá rẻ đẹp chất vải mát sờ ủng_hộ cửa tiệm
